Subject,Group,Task,Phase,Practice,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,CorrResponse,Response,RT_ms,ACC
12001,"nonmatching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",1037,0
12001,"nonmatching-first","self-matching","03_training2","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",718,1
12001,"nonmatching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",824,1
12001,"nonmatching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",812,1
12001,"nonmatching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","o",929,0
12001,"nonmatching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1175,1
12001,"nonmatching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1166,1
12001,"nonmatching-first","self-matching","03_training2","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o",NA,NA,NA
12001,"nonmatching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p",NA,NA,NA
12001,"nonmatching-first","self-matching","03_training2","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","o",1046,0
12001,"nonmatching-first","self-matching","03_training2","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1213,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",671,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",812,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","p","p",741,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1046,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","p","p",870,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1165,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1011,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",836,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",623,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",953,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","p","p",917,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1061,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1212,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","p","p",1059,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1119,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1199,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1200,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1224,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1070,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1257,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",987,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1155,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1259,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",1152,0
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","p","p",859,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1105,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","p","p",918,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1036,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1130,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",929,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",940,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",894,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",906,0
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",848,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1165,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",929,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1084,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",917,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1201,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",952,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",929,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",965,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1247,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","p","p",953,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",977,0
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",894,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",788,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","p","o",1035,0
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1259,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",870,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",588,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","p","p",872,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1070,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",941,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",987,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1152,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1235,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1129,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","p","o",848,0
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1152,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",989,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",976,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","o",1270,0
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",835,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1129,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",825,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",764,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",895,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1047,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","p","p",870,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1129,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1248,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",965,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1001,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1082,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1166,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1070,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","p","p",871,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","p","o",1059,0
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1046,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1283,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","p","p",928,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",849,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",741,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",952,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1082,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",988,0
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1000,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1246,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1237,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","p","p",776,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1023,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",718,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",872,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1011,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",907,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",1105,0
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",941,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",988,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1012,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1153,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1046,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",895,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","p","p",811,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","p","p",776,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",895,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",894,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",965,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",870,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",729,0
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",740,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",729,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1000,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",988,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1071,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1000,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","p","p",987,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",1093,0
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","o",1189,0
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",859,0
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",835,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",799,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",765,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",847,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",976,0
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","p","p",941,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1070,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",823,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1282,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",824,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","p","p",1048,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1117,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1011,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1025,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",800,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",988,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1105,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",906,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",799,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",929,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1189,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1000,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",977,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",917,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",929,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","p","p",906,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",872,0
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",941,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",765,0
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1000,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",812,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1236,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",764,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",635,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",998,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",929,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",847,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",1284,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",940,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1188,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",857,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1047,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","p","p",976,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1013,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","p","p",1258,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",930,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",907,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",893,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",882,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",1214,0
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1250,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",870,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","o",848,0
12001,"nonmatching-first","self-matching","04_training3","main","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",941,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","p","p",999,1
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","p",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o",NA,NA,NA
12001,"nonmatching-first","self-matching","04_training3","main","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","p","p",964,1
12001,"nonmatching-first","self-matching","04_training3","main","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",1047,1
