"ExperimentName","Subject","Session","Age","Handedness","Sex","Identity","Shape","Target.ACC","Target.RESP","Target.RT","Label","Phase"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",624,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",876,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",639,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",627,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",751,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",516,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",760,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"n",900,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",576,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",740,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",649,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"m",893,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",937,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,NA,0,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"m",457,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",853,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",618,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",822,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",722,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",630,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",762,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"m",494,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",579,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",639,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",779,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",807,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",618,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",742,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",659,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",967,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",627,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",679,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",715,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",719,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",796,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",936,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",628,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",600,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",644,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",624,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",629,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"m",785,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,NA,0,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"n",465,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",493,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",1025,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",870,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",562,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",381,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",593,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",669,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",769,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",566,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",626,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",758,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",594,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",510,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",730,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",1079,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",675,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",639,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",643,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",983,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",963,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",904,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",772,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",584,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",540,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",648,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",684,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",665,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",661,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",625,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",629,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",649,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",621,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",394,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",614,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",466,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",534,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",314,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",718,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",483,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",559,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",523,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",799,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",715,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",663,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",892,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",848,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",699,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",711,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",955,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",727,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",516,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",752,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",524,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",808,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",612,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",576,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",597,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",793,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,NA,0,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",961,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",645,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",721,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",790,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",882,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",486,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",986,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",622,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",848,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",917,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,NA,0,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",0,"n",1020,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",880,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",748,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",832,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",965,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",689,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",829,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",721,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",613,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",738,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",526,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",594,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",774,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",634,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",782,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,NA,0,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",743,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",763,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",999,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",651,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",575,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",692,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",591,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",675,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",583,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",851,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",743,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",492,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",616,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",676,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",760,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",492,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",816,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",637,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",921,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",957,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,NA,0,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",488,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",618,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",596,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",792,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"n",476,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",544,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"n",452,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",904,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",548,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"m",697,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"m",517,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",929,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",573,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",521,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",893,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",370,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",742,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",1098,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",886,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",466,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",614,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",1019,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",543,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",659,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",831,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",571,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",599,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",619,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",575,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",907,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",527,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",539,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",520,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",628,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"m",808,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",596,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",560,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",716,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",353,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",709,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",761,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",581,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",585,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",837,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",746,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",534,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",658,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",702,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",874,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",894,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",586,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",886,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",666,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",678,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",658,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",470,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",803,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",671,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",539,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",639,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",555,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",543,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",764,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",920,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",692,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",640,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",572,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",872,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",725,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,NA,0,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",565,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",529,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",853,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",769,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",445,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",0,"m",561,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",637,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",593,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",661,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",497,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",472,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",701,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",473,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",437,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",465,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",885,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",865,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",0,"n",790,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",498,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",582,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"n",386,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",470,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",458,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",558,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",482,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"n",846,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",746,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",518,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",459,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",583,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",459,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",719,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",0,"n",971,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",391,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",732,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",496,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",540,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",544,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",572,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",408,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",901,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",473,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",813,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",785,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",677,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",520,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",877,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",729,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"m",813,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",809,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",477,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",793,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",702,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",522,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",718,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",562,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",614,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",514,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",503,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",835,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",527,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",379,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",479,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",571,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",752,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",604,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",648,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",523,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",575,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",491,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",624,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",0,"m",388,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",632,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",620,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",464,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",524,"self","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",473,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",709,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",393,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",797,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",705,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",0,"m",886,"friend","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",394,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",1054,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",506,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",806,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",626,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",575,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"m",867,"friend","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"n",527,"self","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"m",522,"self","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",841,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Stranger","C.bmp",1,"m",477,"stranger","Breaking"
"breaking",13,NA,24,"right","male","Self","T.bmp",1,"n",561,"friend","Breaking"
"breaking",13,NA,24,"right","male","Friend","S.bmp",1,"n",646,"stranger","Breaking"
